-0.0148649 	306.416 	100000
-0.0145646 	306.427 	100000
-0.0142643 	306.437 	100000
-0.013964 	306.448 	100000
-0.0136637 	306.459 	100000
-0.0130631 	306.481 	100000
-0.0127628 	306.492 	100000
-0.0124625 	306.502 	100000
-0.0121622 	306.513 	100000
-0.0118619 	306.524 	100000
-0.0112613 	306.546 	100000
-0.010961 	306.529 	100000
-0.0106607 	306.512 	100000
-0.0103604 	306.495 	100000
-0.0100601 	306.478 	100000
-0.00975976 	306.461 	100000
-0.00945946 	306.444 	100000
-0.00915916 	306.426 	100000
-0.00885886 	306.409 	100000
-0.00855856 	306.392 	100000
-0.00825826 	306.375 	100000
-0.00795796 	306.358 	100000
-0.00765766 	306.341 	100000
-0.00735736 	306.294 	100000
-0.00705706 	306.215 	100000
-0.00675676 	306.136 	100000
-0.00645646 	306.057 	100000
-0.00615616 	305.978 	100000
-0.00585586 	305.899 	100000
-0.00555556 	305.819 	100000
-0.00525526 	305.74 	100000
-0.00465465 	305.582 	100000
-0.00435435 	305.503 	100000
-0.00405405 	305.424 	100000
-0.00375375 	305.345 	100000
-0.00345345 	305.265 	100000
-0.00315315 	305.185 	100000
-0.00285285 	305.105 	100000
-0.00255255 	305.026 	100000
-0.00225225 	304.946 	100000
-0.00195195 	304.866 	100000
-0.00165165 	304.786 	100000
-0.00105105 	304.626 	100000
-0.000750751 	304.547 	100000
-0.00045045 	304.467 	100000
-0.00015015 	304.387 	100000
0.00015015 	304.349 	100000
0.00045045 	304.354 	100000
0.000750751 	304.359 	100000
0.00105105 	304.364 	100000
0.00135135 	304.369 	100000
0.00165165 	304.374 	100000
0.00195195 	304.379 	100000
0.00225225 	304.384 	100000
0.00255255 	304.389 	100000
0.00285285 	304.394 	100000
0.00315315 	304.399 	100000
0.00345345 	304.404 	100000
0.00375375 	304.41 	100000
0.00405405 	304.51 	100000
0.00435435 	304.61 	100000
0.00465465 	304.71 	100000
0.00495495 	304.81 	100000
0.00525526 	304.91 	100000
0.00555556 	305.01 	100000
0.00585586 	305.11 	100000
0.00615616 	305.21 	100000
0.00645646 	305.31 	100000
0.00675676 	305.41 	100000
0.00705706 	305.51 	100000
0.00735736 	305.61 	100000
0.00765766 	305.708 	100000
0.00795796 	305.806 	100000
0.00825826 	305.904 	100000
0.00855856 	306.002 	100000
0.00885886 	306.1 	100000
0.00915916 	306.198 	100000
0.00945946 	306.296 	100000
0.00975976 	306.393 	100000
0.0100601 	306.491 	100000
0.0103604 	306.589 	100000
0.0106607 	306.687 	100000
0.010961 	306.785 	100000
0.0112613 	306.88 	100000
0.0115616 	306.912 	100000
0.0118619 	306.943 	100000
0.0121622 	306.975 	100000
0.0124625 	307.007 	100000
0.0127628 	307.038 	100000
0.0130631 	307.07 	100000
0.0133634 	307.102 	100000
0.0136637 	307.133 	100000
0.013964 	307.165 	100000
0.0142643 	307.197 	100000
0.0145646 	307.228 	100000
0.0148649 	307.26 	100000
