-0.0148649 	0.979196 	-0.000175533 	0
-0.0145646 	0.979569 	-0.000565605 	0
-0.0142643 	0.979941 	-0.000955678 	0
-0.013964 	0.980314 	-0.00134575 	0
-0.0136637 	0.980687 	-0.00173582 	0
-0.0130631 	0.981432 	-0.00251597 	0
-0.0127628 	0.981805 	-0.00290604 	0
-0.0124625 	0.982178 	-0.00329611 	0
-0.0121622 	0.982551 	-0.00368618 	0
-0.0118619 	0.982923 	-0.00407626 	0
-0.0112613 	0.983669 	-0.0048564 	0
-0.010961 	0.984459 	-0.00504499 	0
-0.0106607 	0.985265 	-0.00522572 	0
-0.0103604 	0.986072 	-0.00540646 	0
-0.0100601 	0.986878 	-0.00558719 	0
-0.00975976 	0.987685 	-0.00576793 	0
-0.00945946 	0.988491 	-0.00594866 	0
-0.00915916 	0.989297 	-0.0061294 	0
-0.00885886 	0.990104 	-0.00631013 	0
-0.00855856 	0.99091 	-0.00649087 	0
-0.00825826 	0.991716 	-0.0066716 	0
-0.00795796 	0.992523 	-0.00685234 	0
-0.00765766 	0.993329 	-0.00703307 	0
-0.00735736 	0.994057 	-0.00711787 	0
-0.00705706 	0.994697 	-0.00709662 	0
-0.00675676 	0.995337 	-0.00707538 	0
-0.00645646 	0.995978 	-0.00705413 	0
-0.00615616 	0.996618 	-0.00703288 	0
-0.00585586 	0.997258 	-0.00701164 	0
-0.00555556 	0.997899 	-0.00699039 	0
-0.00525526 	0.998539 	-0.00696914 	0
-0.00465465 	0.99982 	-0.00692665 	0
-0.00435435 	1.00046 	-0.0069054 	0
-0.00405405 	1.0011 	-0.00688416 	0
-0.00375375 	1.00174 	-0.00686291 	0
-0.00345345 	1.00208 	-0.00674286 	0
-0.00315315 	1.00242 	-0.00662156 	0
-0.00285285 	1.00276 	-0.00650026 	0
-0.00255255 	1.0031 	-0.00637896 	0
-0.00225225 	1.00344 	-0.00625766 	0
-0.00195195 	1.00378 	-0.00613636 	0
-0.00165165 	1.00412 	-0.00601505 	0
-0.00105105 	1.0048 	-0.00577245 	0
-0.000750751 	1.00514 	-0.00565115 	0
-0.00045045 	1.00548 	-0.00552985 	0
-0.00015015 	1.00582 	-0.00540855 	0
0.00015015 	1.00607 	-0.0052723 	0
0.00045045 	1.00623 	-0.0051211 	0
0.000750751 	1.0064 	-0.0049699 	0
0.00105105 	1.00657 	-0.0048187 	0
0.00135135 	1.00673 	-0.00466749 	0
0.00165165 	1.0069 	-0.00451629 	0
0.00195195 	1.00706 	-0.00436509 	0
0.00225225 	1.00723 	-0.00421389 	0
0.00255255 	1.00739 	-0.00406269 	0
0.00285285 	1.00756 	-0.00391149 	0
0.00315315 	1.00773 	-0.00376029 	0
0.00345345 	1.00789 	-0.00360909 	0
0.00375375 	1.00805 	-0.00345783 	0
0.00405405 	1.00804 	-0.00330258 	0
0.00435435 	1.00802 	-0.00314732 	0
0.00465465 	1.008 	-0.00299206 	0
0.00495495 	1.00798 	-0.00283681 	0
0.00525526 	1.00796 	-0.00268155 	0
0.00555556 	1.00794 	-0.00252629 	0
0.00585586 	1.00792 	-0.00237104 	0
0.00615616 	1.0079 	-0.00221578 	0
0.00645646 	1.00788 	-0.00206052 	0
0.00675676 	1.00786 	-0.00190527 	0
0.00705706 	1.00784 	-0.00175001 	0
0.00735736 	1.00782 	-0.00159475 	0
0.00765766 	1.00776 	-0.00147741 	0
0.00795796 	1.00765 	-0.00139437 	0
0.00825826 	1.00755 	-0.00131133 	0
0.00855856 	1.00744 	-0.00122829 	0
0.00885886 	1.00734 	-0.00114525 	0
0.00915916 	1.00723 	-0.00106221 	0
0.00945946 	1.00713 	-0.000979172 	0
0.00975976 	1.00702 	-0.000896132 	0
0.0100601 	1.00692 	-0.000813092 	0
0.0103604 	1.00681 	-0.000730052 	0
0.0106607 	1.00671 	-0.000647012 	0
0.010961 	1.0066 	-0.000563972 	0
0.0112613 	1.0065 	-0.000482593 	0
0.0115616 	1.00645 	-0.00044383 	0
0.0118619 	1.00639 	-0.000405068 	0
0.0121622 	1.00634 	-0.000366305 	0
0.0124625 	1.00629 	-0.000327543 	0
0.0127628 	1.00623 	-0.00028878 	0
0.0130631 	1.00618 	-0.000250018 	0
0.0133634 	1.00613 	-0.000211256 	0
0.0136637 	1.00608 	-0.000172493 	0
0.013964 	1.00602 	-0.000133731 	0
0.0142643 	1.00597 	-9.49681e-05 	0
0.0145646 	1.00592 	-5.62056e-05 	0
0.0148649 	1.00586 	-1.74431e-05 	0
